,origins,destinations,distances
0,0,0,11
1,0,1,192
2,0,2,138
3,0,3,399
4,0,4,253
5,0,5,337
6,0,6,542
7,0,7,690
8,0,8,684
9,0,9,764
10,0,10,1074
11,0,11,40
12,0,12,59
13,0,13,65
14,0,14,83
15,0,15,108
16,0,16,140
17,0,17,172
18,0,18,215
19,0,19,165
20,0,20,179
21,0,21,994
22,0,22,562
23,0,23,583
24,0,24,613
25,0,25,680
26,0,26,560
27,0,27,719
28,0,28,693
29,0,29,736
30,0,30,739
31,0,31,676
32,0,32,348
33,0,33,714
34,0,34,812
35,0,35,749
36,0,36,367
37,0,37,64
38,0,38,78
39,0,39,128
40,0,40,170
41,0,41,114
42,0,42,147
43,0,43,261
44,0,44,200
45,0,45,257
46,0,46,840
47,0,47,442
48,0,48,271
49,0,49,302
50,0,50,499
51,0,51,335
52,0,52,823
53,0,53,842
54,0,54,1054
55,0,55,702
56,0,56,662
57,0,57,280
58,0,58,520
59,0,59,222
60,0,60,184
61,0,61,223
62,0,62,198
63,0,63,898
64,0,64,252
65,0,65,776
66,0,66,827
67,0,67,1092
68,0,68,979
69,0,69,961
70,0,70,883
71,0,71,938
72,0,72,68
73,0,73,119
74,0,74,158
75,0,75,205
76,0,76,210
77,0,77,196
78,0,78,192
79,0,79,225
80,0,80,135
81,0,81,105
82,0,82,77
83,0,83,224
84,0,84,179
85,0,85,147
86,0,86,118
87,0,87,95
88,0,88,152
89,0,89,162
90,0,90,180
91,0,91,199
92,0,92,214
93,0,93,657
94,0,94,156
95,0,95,172
96,0,96,182
97,0,97,151
98,0,98,211
99,0,99,167
100,0,100,433
101,0,101,448
102,0,102,285
103,0,103,1087
104,0,104,988
105,0,105,877
106,0,106,244
107,0,107,783
108,0,108,936
109,0,109,1081
110,0,110,647
111,0,111,686
112,0,112,566
113,0,113,764
114,0,114,466
115,0,115,272
116,0,116,701
117,0,117,626
118,0,118,557
119,0,119,498
120,0,120,481
121,0,121,487
122,0,122,529
123,0,123,619
124,0,124,802
125,0,125,168
126,0,126,382
127,0,127,827
128,0,128,505
129,0,129,286
130,0,130,716
131,0,131,309
132,0,132,586
133,0,133,589
134,0,134,325
135,0,135,436
136,0,136,450
