,origins,destinations,distances
0,0,0,30
1,0,1,205
2,0,2,159
3,0,3,412
4,0,4,264
5,0,5,347
6,0,6,553
7,0,7,702
8,0,8,680
9,0,9,755
10,0,10,1074
11,0,11,15
12,0,12,27
13,0,13,31
14,0,14,78
15,0,15,107
16,0,16,140
17,0,17,174
18,0,18,215
19,0,19,179
20,0,20,195
21,0,21,1012
22,0,22,581
23,0,23,599
24,0,24,629
25,0,25,695
26,0,26,580
27,0,27,726
28,0,28,702
29,0,29,743
30,0,30,748
31,0,31,692
32,0,32,331
33,0,33,726
34,0,34,833
35,0,35,764
36,0,36,384
37,0,37,66
38,0,38,46
39,0,39,125
40,0,40,162
41,0,41,91
42,0,42,128
43,0,43,242
44,0,44,211
45,0,45,268
46,0,46,846
47,0,47,460
48,0,48,290
49,0,49,321
50,0,50,512
51,0,51,344
52,0,52,818
53,0,53,844
54,0,54,1066
55,0,55,696
56,0,56,672
57,0,57,269
58,0,58,526
59,0,59,242
60,0,60,204
61,0,61,210
62,0,62,182
63,0,63,896
64,0,64,274
65,0,65,769
66,0,66,820
67,0,67,1094
68,0,68,982
69,0,69,960
70,0,70,890
71,0,71,949
72,0,72,49
73,0,73,104
74,0,74,144
75,0,75,227
76,0,76,195
77,0,77,182
78,0,78,176
79,0,79,239
80,0,80,116
81,0,81,80
82,0,82,41
83,0,83,218
84,0,84,174
85,0,85,139
86,0,86,106
87,0,87,82
88,0,88,134
89,0,89,148
90,0,90,167
91,0,91,186
92,0,92,222
93,0,93,678
94,0,94,173
95,0,95,153
96,0,96,167
97,0,97,172
98,0,98,234
99,0,99,186
100,0,100,453
101,0,101,468
102,0,102,306
103,0,103,1095
104,0,104,990
105,0,105,873
106,0,106,226
107,0,107,774
108,0,108,934
109,0,109,1082
110,0,110,663
111,0,111,700
112,0,112,584
113,0,113,775
114,0,114,485
115,0,115,288
116,0,116,718
117,0,117,642
118,0,118,573
119,0,119,516
120,0,120,501
121,0,121,504
122,0,122,540
123,0,123,635
124,0,124,811
125,0,125,183
126,0,126,400
127,0,127,851
128,0,128,522
129,0,129,309
130,0,130,731
131,0,131,325
132,0,132,600
133,0,133,606
134,0,134,336
135,0,135,425
136,0,136,438
137,0,137,678
138,0,138,475
139,0,139,896
140,0,140,383
141,0,141,176
142,0,142,384
143,0,143,791
144,0,144,656
145,0,145,630
146,0,146,199
147,0,147,567
148,0,148,422
149,0,149,407
150,0,150,412
151,0,151,921
152,0,152,425
153,0,153,616
154,0,154,609
155,0,155,607
156,0,156,848
157,0,157,656
158,0,158,685
159,0,159,706
160,0,160,719
161,0,161,722
162,0,162,944
163,0,163,682
164,0,164,119
165,0,165,194
166,0,166,250
167,0,167,131
168,0,168,622
169,0,169,393
170,0,170,377
171,0,171,391
172,0,172,472
173,0,173,627
174,0,174,451
175,0,175,392
176,0,176,414
177,0,177,603
178,0,178,108
179,0,179,125
180,0,180,149
181,0,181,178
182,0,182,218
183,0,183,160
184,0,184,176
185,0,185,192
186,0,186,249
187,0,187,484
188,0,188,514
189,0,189,628
190,0,190,629
191,0,191,146
192,0,192,456
193,0,193,616
194,0,194,275
195,0,195,417
196,0,196,474
197,0,197,484
198,0,198,372
199,0,199,338
200,0,200,271
201,0,201,274
202,0,202,299
203,0,203,301
204,0,204,283
205,0,205,404
206,0,206,306
207,0,207,400
208,0,208,338
209,0,209,355
210,0,210,354
211,0,211,332
212,0,212,323
213,0,213,519
214,0,214,389
215,0,215,540
216,0,216,315
217,0,217,426
218,0,218,255
219,0,219,263
220,0,220,276
221,0,221,673
222,0,222,722
223,0,223,757
224,0,224,782
225,0,225,791
226,0,226,742
227,0,227,757
228,0,228,651
229,0,229,602
230,0,230,561
231,0,231,544
232,0,232,543
233,0,233,551
234,0,234,759
235,0,235,253
236,0,236,393
237,0,237,231
238,0,238,200
239,0,239,226
240,0,240,231
241,0,241,192
242,0,242,182
243,0,243,596
244,0,244,575
245,0,245,559
246,0,246,723
247,0,247,751
248,0,248,415
249,0,249,718
250,0,250,203
251,0,251,1031
252,0,252,592
253,0,253,612
254,0,254,643
255,0,255,713
256,0,256,587
257,0,257,739
258,0,258,713
259,0,259,757
260,0,260,762
261,0,261,709
262,0,262,353
263,0,263,740
264,0,264,855
265,0,265,784
266,0,266,405
267,0,267,90
268,0,268,73
269,0,269,151
270,0,270,188
271,0,271,119
272,0,272,154
273,0,273,269
274,0,274,218
275,0,275,274
276,0,276,863
277,0,277,471
278,0,278,307
279,0,279,337
280,0,280,535
281,0,281,349
282,0,282,832
283,0,283,859
284,0,284,1081
285,0,285,700
286,0,286,683
287,0,287,295
288,0,288,558
289,0,289,258
290,0,290,217
291,0,291,236
292,0,292,208
293,0,293,913
294,0,294,292
295,0,295,778
296,0,296,830
297,0,297,1102
298,0,298,999
299,0,299,971
300,0,300,908
301,0,301,967
302,0,302,77
303,0,303,133
304,0,304,171
305,0,305,242
306,0,306,221
307,0,307,206
308,0,308,203
309,0,309,251
310,0,310,142
311,0,311,108
312,0,312,68
313,0,313,229
314,0,314,186
315,0,315,154
316,0,316,122
317,0,317,99
318,0,318,160
319,0,319,171
320,0,320,189
321,0,321,209
322,0,322,247
323,0,323,706
324,0,324,180
325,0,325,192
326,0,326,185
327,0,327,254
328,0,328,199
329,0,329,467
330,0,330,486
331,0,331,324
332,0,332,1107
333,0,333,1003
334,0,334,886
335,0,335,252
336,0,336,779
337,0,337,938
338,0,338,1086
339,0,339,678
340,0,340,723
341,0,341,592
342,0,342,793
343,0,343,490
344,0,344,300
345,0,345,740
346,0,346,661
347,0,347,595
348,0,348,533
349,0,349,512
350,0,350,514
351,0,351,542
352,0,352,659
353,0,353,829
354,0,354,187
355,0,355,412
356,0,356,875
357,0,357,529
358,0,358,328
359,0,359,746
360,0,360,339
361,0,361,631
362,0,362,612
363,0,363,345
364,0,364,455
365,0,365,467
366,0,366,703
367,0,367,506
368,0,368,916
369,0,369,404
370,0,370,180
371,0,371,401
372,0,372,809
373,0,373,670
374,0,374,642
375,0,375,223
376,0,376,594
377,0,377,432
378,0,378,431
379,0,379,441
380,0,380,625
381,0,381,619
382,0,382,612
383,0,383,867
384,0,384,665
385,0,385,695
386,0,386,719
387,0,387,732
388,0,388,737
389,0,389,965
390,0,390,695
391,0,391,219
392,0,392,264
393,0,393,148
394,0,394,422
395,0,395,403
396,0,396,404
397,0,397,504
398,0,398,632
399,0,399,457
400,0,400,433
401,0,401,630
402,0,402,129
403,0,403,147
404,0,404,172
405,0,405,197
406,0,406,239
407,0,407,185
408,0,408,202
409,0,409,218
410,0,410,275
411,0,411,514
412,0,412,519
413,0,413,631
414,0,414,636
415,0,415,172
416,0,416,486
417,0,417,620
418,0,418,293
419,0,419,476
420,0,420,381
421,0,421,284
422,0,422,326
423,0,423,323
424,0,424,307
425,0,425,427
426,0,426,329
427,0,427,428
428,0,428,351
429,0,429,369
430,0,430,385
431,0,431,358
432,0,432,351
433,0,433,548
434,0,434,418
435,0,435,570
436,0,436,340
437,0,437,433
438,0,438,268
439,0,439,281
440,0,440,288
441,0,441,679
442,0,442,730
443,0,443,768
444,0,444,797
445,0,445,805
446,0,446,760
447,0,447,779
448,0,448,670
449,0,449,618
450,0,450,576
451,0,451,554
452,0,452,551
453,0,453,557
454,0,454,786
455,0,455,271
456,0,456,401
457,0,457,243
458,0,458,208
459,0,459,238
460,0,460,248
461,0,461,198
462,0,462,189
463,0,463,602
464,0,464,577
465,0,465,562
466,0,466,739
467,0,467,766
468,1,0,182
469,1,1,12
470,1,2,50
471,1,3,206
472,1,4,57
473,1,5,139
474,1,6,345
475,1,7,541
476,1,8,472
477,1,9,547
478,1,10,866
479,1,11,211
480,1,12,230
481,1,13,235
482,1,14,285
483,1,15,314
484,1,16,348
485,1,17,382
486,1,18,423
487,1,19,31
488,1,20,42
489,1,21,853
490,1,22,397
491,1,23,427
492,1,24,466
493,1,25,541
494,1,26,389
495,1,27,546
496,1,28,514
497,1,29,571
498,1,30,584
499,1,31,552
500,1,32,518
501,1,33,567
502,1,34,710
503,1,35,627
504,1,36,272
505,1,37,179
506,1,38,230
507,1,39,223
508,1,40,263
509,1,41,246
510,1,42,265
511,1,43,372
512,1,44,36
513,1,45,72
514,1,46,688
515,1,47,274
516,1,48,167
517,1,49,180
518,1,50,428
519,1,51,141
520,1,52,639
521,1,53,675
522,1,54,895
523,1,55,493
524,1,56,478
525,1,57,358
526,1,58,551
527,1,59,123
528,1,60,78
