,origins,destinations,distances
0,0,0,13
1,0,1,203
2,0,2,149
3,0,3,406
4,0,4,263
5,0,5,346
6,0,6,549
7,0,7,687
8,0,8,684
9,0,9,763
10,0,10,1074
11,0,11,18
12,0,12,36
13,0,13,40
14,0,14,58
15,0,15,83
16,0,16,114
17,0,17,148
18,0,18,199
19,0,19,174
20,0,20,187
21,0,21,986
22,0,22,561
23,0,23,580
24,0,24,612
25,0,25,677
26,0,26,559
27,0,27,716
28,0,28,689
29,0,29,731
30,0,30,733
31,0,31,673
32,0,32,340
33,0,33,708
34,0,34,805
35,0,35,744
36,0,36,376
37,0,37,63
38,0,38,59
39,0,39,128
40,0,40,172
41,0,41,104
42,0,42,141
43,0,43,250
44,0,44,207
45,0,45,267
46,0,46,835
47,0,47,446
48,0,48,282
49,0,49,312
50,0,50,507
51,0,51,341
52,0,52,819
53,0,53,841
54,0,54,1048
55,0,55,700
56,0,56,658
57,0,57,280
58,0,58,515
59,0,59,234
60,0,60,194
61,0,61,225
62,0,62,200
63,0,63,893
64,0,64,264
65,0,65,773
66,0,66,825
67,0,67,1090
68,0,68,973
69,0,69,961
70,0,70,879
71,0,71,931
72,0,72,56
73,0,73,112
74,0,74,156
75,0,75,217
76,0,76,213
77,0,77,191
78,0,78,193
79,0,79,234
80,0,80,130
81,0,81,92
82,0,82,55
83,0,83,207
84,0,84,152
85,0,85,120
86,0,86,91
87,0,87,72
88,0,88,141
89,0,89,154
90,0,90,169
91,0,91,185
92,0,92,225
93,0,93,649
94,0,94,165
95,0,95,166
96,0,96,176
97,0,97,161
98,0,98,224
99,0,99,177
100,0,100,438
101,0,101,458
102,0,102,296
103,0,103,1084
104,0,104,986
105,0,105,875
106,0,106,228
107,0,107,782
108,0,108,936
109,0,109,1081
110,0,110,646
111,0,111,684
112,0,112,567
113,0,113,761
114,0,114,470
115,0,115,281
116,0,116,699
117,0,117,628
118,0,118,563
119,0,119,504
120,0,120,483
121,0,121,489
122,0,122,532
