,origins,destinations,distances
0,0,0,33
1,0,1,157
2,0,2,109
3,0,3,372
4,0,4,217
5,0,5,303
6,0,6,518
7,0,7,684
8,0,8,664
9,0,9,745
10,0,10,1064
11,0,11,62
12,0,12,78
13,0,13,81
14,0,14,96
15,0,15,122
16,0,16,152
17,0,17,183
18,0,18,226
19,0,19,130
20,0,20,150
21,0,21,999
22,0,22,553
23,0,23,574
24,0,24,604
25,0,25,676
26,0,26,550
27,0,27,706
28,0,28,681
29,0,29,726
30,0,30,730
31,0,31,673
32,0,32,352
33,0,33,706
34,0,34,815
35,0,35,746
36,0,36,359
37,0,37,63
38,0,38,87
39,0,39,128
40,0,40,171
41,0,41,119
42,0,42,149
43,0,43,258
44,0,44,166
45,0,45,224
46,0,46,834
47,0,47,428
48,0,48,256
49,0,49,285
50,0,50,497
51,0,51,302
52,0,52,811
53,0,53,835
54,0,54,1058
55,0,55,685
56,0,56,649
57,0,57,278
58,0,58,513
59,0,59,206
60,0,60,163
61,0,61,222
62,0,62,199
63,0,63,890
64,0,64,239
65,0,65,762
66,0,66,815
67,0,67,1087
68,0,68,976
69,0,69,954
70,0,70,881
71,0,71,939
72,0,72,76
73,0,73,121
74,0,74,159
75,0,75,188
76,0,76,211
77,0,77,195
78,0,78,193
79,0,79,200
80,0,80,136
81,0,81,108
82,0,82,85
83,0,83,230
84,0,84,185
85,0,85,152
86,0,86,124
87,0,87,103
88,0,88,152
89,0,89,163
90,0,90,180
91,0,91,198
92,0,92,215
93,0,93,658
94,0,94,124
95,0,95,170
96,0,96,181
97,0,97,130
98,0,98,201
99,0,99,145
100,0,100,422
101,0,101,442
102,0,102,271
103,0,103,1088
104,0,104,984
105,0,105,869
106,0,106,244
107,0,107,767
108,0,108,923
109,0,109,1074
110,0,110,641
111,0,111,683
112,0,112,555
113,0,113,757
114,0,114,450
115,0,115,249
116,0,116,702
117,0,117,623
118,0,118,552
119,0,119,490
120,0,120,471
121,0,121,474
122,0,122,508
123,0,123,620
124,0,124,798
125,0,125,135
126,0,126,366
127,0,127,833
128,0,128,490
129,0,129,274
130,0,130,711
131,0,131,286
132,0,132,582
133,0,133,577
134,0,134,296
135,0,135,429
136,0,136,438
137,0,137,659
138,0,138,474
139,0,139,882
140,0,140,400
141,0,141,127
142,0,142,352
143,0,143,775
144,0,144,634
145,0,145,605
146,0,146,211
147,0,147,557
148,0,148,431
149,0,149,415
150,0,150,418
151,0,151,907
152,0,152,435
153,0,153,588
154,0,154,580
155,0,155,577
156,0,156,835
157,0,157,635
158,0,158,667
159,0,159,691
160,0,160,706
161,0,161,708
162,0,162,930
163,0,163,661
164,0,164,66
165,0,165,176
166,0,166,210
167,0,167,93
168,0,168,597
169,0,169,402
170,0,170,391
171,0,171,409
172,0,172,466
173,0,173,599
174,0,174,414
175,0,175,407
176,0,176,423
177,0,177,587
178,0,178,125
179,0,179,143
180,0,180,164
181,0,181,190
182,0,182,234
183,0,183,177
184,0,184,192
185,0,185,204
186,0,186,252
187,0,187,479
188,0,188,480
189,0,189,600
190,0,190,602
