,origins,destinations,distances
0,0,0,6
1,0,1,202
2,0,2,146
3,0,3,415
4,0,4,265
5,0,5,350
6,0,6,559
7,0,7,707
8,0,8,716
9,0,9,800
10,0,10,1092
11,0,11,32
12,0,12,50
13,0,13,57
14,0,14,74
15,0,15,99
16,0,16,132
17,0,17,161
18,0,18,202
19,0,19,174
20,0,20,190
21,0,21,1011
22,0,22,579
23,0,23,598
24,0,24,630
25,0,25,698
26,0,26,576
27,0,27,745
28,0,28,719
29,0,29,762
30,0,30,763
31,0,31,692
32,0,32,337
33,0,33,731
34,0,34,826
35,0,35,766
36,0,36,381
37,0,37,69
38,0,38,75
39,0,39,132
40,0,40,174
41,0,41,114
42,0,42,149
43,0,43,261
44,0,44,211
45,0,45,271
46,0,46,870
47,0,47,455
48,0,48,286
49,0,49,314
50,0,50,511
51,0,51,348
52,0,52,861
53,0,53,878
54,0,54,1075
55,0,55,741
56,0,56,686
57,0,57,284
58,0,58,521
59,0,59,235
60,0,60,196
61,0,61,226
62,0,62,202
63,0,63,932
64,0,64,266
65,0,65,818
66,0,66,871
67,0,67,1113
68,0,68,1005
69,0,69,991
70,0,70,911
71,0,71,960
72,0,72,69
73,0,73,120
74,0,74,160
75,0,75,219
76,0,76,214
77,0,77,201
78,0,78,196
79,0,79,239
80,0,80,137
81,0,81,104
82,0,82,73
83,0,83,213
84,0,84,170
85,0,85,140
86,0,86,112
87,0,87,91
88,0,88,154
89,0,89,165
90,0,90,182
91,0,91,198
92,0,92,223
93,0,93,666
94,0,94,164
95,0,95,173
96,0,96,185
97,0,97,162
98,0,98,224
99,0,99,178
100,0,100,448
101,0,101,464
102,0,102,299
103,0,103,1110
104,0,104,1019
105,0,105,917
106,0,106,241
107,0,107,823
108,0,108,961
109,0,109,1103
110,0,110,663
111,0,111,699
112,0,112,581
113,0,113,788
114,0,114,482
115,0,115,287
116,0,116,716
117,0,117,640
118,0,118,572
119,0,119,512
120,0,120,496
121,0,121,502
122,0,122,547
123,0,123,631
124,0,124,824
125,0,125,180
126,0,126,396
127,0,127,840
128,0,128,520
129,0,129,300
130,0,130,735
131,0,131,323
132,0,132,590
133,0,133,605
134,0,134,340
135,0,135,433
136,0,136,442
137,0,137,670
138,0,138,477
139,0,139,897
140,0,140,382
141,0,141,169
142,0,142,379
143,0,143,790
144,0,144,658
145,0,145,630
146,0,146,215
147,0,147,564
148,0,148,409
149,0,149,408
150,0,150,418
151,0,151,945
152,0,152,407
153,0,153,612
154,0,154,604
155,0,155,603
156,0,156,859
157,0,157,663
158,0,158,697
159,0,159,719
160,0,160,734
161,0,161,735
162,0,162,938
163,0,163,685
164,0,164,100
165,0,165,191
166,0,166,244
167,0,167,121
168,0,168,641
169,0,169,401
170,0,170,383
171,0,171,383
172,0,172,473
173,0,173,627
174,0,174,453
175,0,175,377
176,0,176,407
177,0,177,596
178,0,178,122
179,0,179,138
180,0,180,158
181,0,181,183
182,0,182,225
183,0,183,180
184,0,184,194
185,0,185,207
186,0,186,257
187,0,187,485
188,0,188,515
189,0,189,637
190,0,190,632
191,0,191,166
192,0,192,458
193,0,193,634
194,0,194,280
195,0,195,421
196,0,196,478
197,0,197,488
198,0,198,370
199,0,199,326
200,0,200,260
201,0,201,271
202,0,202,314
203,0,203,296
204,0,204,296
205,0,205,404
206,0,206,304
207,0,207,405
208,0,208,335
209,0,209,350
210,0,210,366
211,0,211,342
212,0,212,337
213,0,213,518
214,0,214,398
215,0,215,537
216,0,216,319
217,0,217,423
218,0,218,254
219,0,219,259
220,0,220,280
221,0,221,695
222,0,222,752
223,0,223,786
224,0,224,808
225,0,225,811
226,0,226,746
227,0,227,748
228,0,228,651
229,0,229,600
230,0,230,559
231,0,231,541
232,0,232,540
233,0,233,546
234,0,234,747
235,0,235,246
236,0,236,394
237,0,237,233
238,0,238,198
239,0,239,226
240,0,240,221
241,0,241,188
242,0,242,177
243,0,243,594
244,0,244,575
245,0,245,560
246,0,246,733
247,0,247,761
248,0,248,414
249,0,249,710
250,0,250,187
251,0,251,1023
252,0,252,577
253,0,253,599
254,0,254,630
255,0,255,701
256,0,256,574
257,0,257,748
258,0,258,722
259,0,259,766
260,0,260,768
261,0,261,696
262,0,262,339
263,0,263,735
264,0,264,839
265,0,265,773
266,0,266,379
267,0,267,58
268,0,268,69
269,0,269,123
270,0,270,168
271,0,271,106
272,0,272,142
273,0,273,259
274,0,274,209
275,0,275,270
276,0,276,877
277,0,277,455
278,0,278,279
279,0,279,311
280,0,280,513
281,0,281,346
282,0,282,868
283,0,283,885
284,0,284,1083
285,0,285,742
286,0,286,687
287,0,287,280
288,0,288,536
289,0,289,230
290,0,290,193
291,0,291,222
292,0,292,199
293,0,293,940
294,0,294,260
295,0,295,821
296,0,296,875
297,0,297,1115
298,0,298,1013
299,0,299,995
300,0,300,921
301,0,301,970
302,0,302,60
303,0,303,112
304,0,304,154
305,0,305,215
306,0,306,209
307,0,307,193
308,0,308,193
309,0,309,234
310,0,310,131
311,0,311,98
312,0,312,69
313,0,313,212
314,0,314,168
315,0,315,136
316,0,316,106
317,0,317,85
318,0,318,149
319,0,319,157
320,0,320,175
321,0,321,195
322,0,322,217
323,0,323,682
324,0,324,171
325,0,325,180
326,0,326,159
327,0,327,219
328,0,328,175
329,0,329,446
330,0,330,462
331,0,331,293
332,0,332,1116
333,0,333,1025
334,0,334,923
335,0,335,239
336,0,336,826
337,0,337,962
338,0,338,1102
339,0,339,665
340,0,340,705
341,0,341,581
342,0,342,791
343,0,343,481
344,0,344,280
345,0,345,723
346,0,346,642
347,0,347,574
348,0,348,514
349,0,349,496
350,0,350,500
351,0,351,546
352,0,352,638
353,0,353,830
354,0,354,178
355,0,355,393
356,0,356,856
357,0,357,520
358,0,358,295
359,0,359,739
360,0,360,319
361,0,361,607
362,0,362,605
363,0,363,336
364,0,364,439
365,0,365,452
366,0,366,681
367,0,367,487
368,0,368,906
369,0,369,386
370,0,370,168
371,0,371,377
372,0,372,798
373,0,373,659
374,0,374,630
375,0,375,209
376,0,376,572
377,0,377,410
378,0,378,412
379,0,379,424
380,0,380,611
381,0,381,605
382,0,382,602
383,0,383,867
384,0,384,664
385,0,385,699
386,0,386,722
387,0,387,737
388,0,388,738
389,0,389,950
390,0,390,688
