,origins,destinations,distances
0,0,0,14
1,0,1,183
2,0,2,136
3,0,3,394
4,0,4,242
5,0,5,327
6,0,6,544
7,0,7,700
8,0,8,678
9,0,9,756
10,0,10,1081
11,0,11,41
12,0,12,58
13,0,13,61
14,0,14,81
15,0,15,107
16,0,16,138
17,0,17,169
18,0,18,209
19,0,19,157
20,0,20,174
21,0,21,1018
22,0,22,576
23,0,23,595
24,0,24,623
25,0,25,691
26,0,26,574
27,0,27,724
28,0,28,700
29,0,29,740
30,0,30,743
31,0,31,687
32,0,32,335
33,0,33,725
34,0,34,833
35,0,35,761
36,0,36,370
37,0,37,57
38,0,38,71
39,0,39,118
40,0,40,160
41,0,41,103
42,0,42,135
43,0,43,248
44,0,44,189
45,0,45,247
46,0,46,839
47,0,47,450
48,0,48,271
49,0,49,303
50,0,50,500
51,0,51,324
52,0,52,813
53,0,53,840
54,0,54,1073
55,0,55,694
56,0,56,671
57,0,57,270
58,0,58,520
59,0,59,223
60,0,60,181
61,0,61,210
62,0,62,187
63,0,63,892
64,0,64,253
65,0,65,766
66,0,66,818
67,0,67,1102
68,0,68,986
69,0,69,964
70,0,70,886
71,0,71,951
72,0,72,61
73,0,73,109
74,0,74,148
75,0,75,206
76,0,76,198
77,0,77,184
78,0,78,181
79,0,79,219
80,0,80,124
81,0,81,94
82,0,82,68
83,0,83,215
84,0,84,171
85,0,85,139
86,0,86,110
87,0,87,87
88,0,88,140
89,0,89,150
90,0,90,169
91,0,91,187
92,0,92,208
93,0,93,676
94,0,94,152
95,0,95,158
96,0,96,171
97,0,97,150
98,0,98,213
99,0,99,165
100,0,100,440
101,0,101,453
102,0,102,287
103,0,103,1102
104,0,104,991
105,0,105,869
106,0,106,231
107,0,107,774
108,0,108,937
109,0,109,1090
110,0,110,658
111,0,111,694
112,0,112,581
113,0,113,771
114,0,114,474
115,0,115,268
116,0,116,715
117,0,117,635
118,0,118,563
119,0,119,505
120,0,120,492
121,0,121,496
122,0,122,530
123,0,123,626
124,0,124,807
125,0,125,161
126,0,126,385
127,0,127,854
128,0,128,514
129,0,129,288
130,0,130,727
131,0,131,306
132,0,132,595
133,0,133,603
134,0,134,318
135,0,135,424
136,0,136,433
137,0,137,672
138,0,138,471
139,0,139,898
140,0,140,384
141,0,141,155
142,0,142,370
143,0,143,788
144,0,144,655
145,0,145,626
146,0,146,200
147,0,147,558
148,0,148,414
149,0,149,403
150,0,150,409
151,0,151,924
152,0,152,418
153,0,153,610
154,0,154,605
155,0,155,602
156,0,156,846
157,0,157,660
158,0,158,692
159,0,159,713
160,0,160,726
161,0,161,726
162,0,162,949
163,0,163,680
164,0,164,91
165,0,165,178
166,0,166,230
167,0,167,107
168,0,168,618
169,0,169,393
170,0,170,379
171,0,171,389
172,0,172,468
173,0,173,624
174,0,174,438
175,0,175,388
176,0,176,409
177,0,177,595
178,0,178,112
179,0,179,128
180,0,180,151
181,0,181,177
182,0,182,218
183,0,183,165
184,0,184,178
185,0,185,191
186,0,186,243
187,0,187,475
188,0,188,504
189,0,189,624
190,0,190,625
191,0,191,153
192,0,192,449
193,0,193,611
194,0,194,277
195,0,195,402
196,0,196,460
197,0,197,471
198,0,198,356
199,0,199,336
200,0,200,268
201,0,201,274
202,0,202,304
203,0,203,285
204,0,204,289
205,0,205,391
206,0,206,292
207,0,207,392
208,0,208,340
209,0,209,339
210,0,210,356
211,0,211,337
212,0,212,324
213,0,213,512
214,0,214,386
215,0,215,534
216,0,216,305
217,0,217,412
218,0,218,236
219,0,219,246
220,0,220,258
221,0,221,670
222,0,222,717
223,0,223,751
224,0,224,777
225,0,225,786
226,0,226,739
227,0,227,754
228,0,228,644
229,0,229,594
230,0,230,553
231,0,231,536
232,0,232,536
233,0,233,545
234,0,234,760
235,0,235,234
236,0,236,379
237,0,237,211
238,0,238,180
239,0,239,206
240,0,240,211
241,0,241,170
242,0,242,161
243,0,243,591
244,0,244,567
245,0,245,551
246,0,246,725
247,0,247,747
248,0,248,396
249,0,249,717
250,0,250,178
251,0,251,1042
252,0,252,585
253,0,253,607
254,0,254,636
255,0,255,710
256,0,256,581
257,0,257,738
258,0,258,713
259,0,259,756
260,0,260,762
261,0,261,707
262,0,262,358
263,0,263,743
264,0,264,862
265,0,265,783
266,0,266,386
267,0,267,71
268,0,268,82
269,0,269,136
270,0,270,178
271,0,271,120
272,0,272,153
273,0,273,272
274,0,274,192
275,0,275,249
276,0,276,861
277,0,277,457
278,0,278,282
279,0,279,314
280,0,280,522
281,0,281,327
282,0,282,829
283,0,283,857
284,0,284,1092
285,0,285,701
286,0,286,680
287,0,287,292
288,0,288,568
289,0,289,232
290,0,290,192
291,0,291,232
292,0,292,209
293,0,293,912
294,0,294,266
295,0,295,778
296,0,296,829
297,0,297,1111
298,0,298,1004
299,0,299,973
300,0,300,909
301,0,301,973
302,0,302,77
303,0,303,126
304,0,304,166
305,0,305,217
306,0,306,220
307,0,307,205
308,0,308,204
309,0,309,227
310,0,310,143
311,0,311,111
312,0,312,82
313,0,313,225
314,0,314,181
315,0,315,152
316,0,316,121
317,0,317,101
318,0,318,161
319,0,319,172
320,0,320,188
321,0,321,206
322,0,322,230
323,0,323,716
324,0,324,180
325,0,325,191
326,0,326,157
327,0,327,227
328,0,328,172
329,0,329,452
330,0,330,471
331,0,331,299
332,0,332,1117
333,0,333,1007
334,0,334,885
335,0,335,254
336,0,336,780
337,0,337,941
338,0,338,1093
339,0,339,674
340,0,340,719
341,0,341,586
342,0,342,792
343,0,343,478
344,0,344,277
345,0,345,739
346,0,346,654
347,0,347,581
348,0,348,521
349,0,349,502
350,0,350,505
351,0,351,533
352,0,352,657
353,0,353,831
354,0,354,163
355,0,355,395
356,0,356,888
357,0,357,519
358,0,358,303
359,0,359,746
360,0,360,314
361,0,361,640
362,0,362,610
363,0,363,323
364,0,364,460
365,0,365,474
366,0,366,707
367,0,367,511
368,0,368,923
369,0,369,404
370,0,370,155
371,0,371,381
372,0,372,813
373,0,373,668
374,0,374,640
375,0,375,220
376,0,376,590
377,0,377,426
378,0,378,431
379,0,379,445
380,0,380,621
381,0,381,613
382,0,382,609
