,origins,destinations,distances
0,0,0,18
1,0,1,178
2,0,2,130
3,0,3,392
4,0,4,238
5,0,5,324
6,0,6,539
7,0,7,697
8,0,8,685
9,0,9,766
10,0,10,1085
11,0,11,44
12,0,12,59
13,0,13,62
14,0,14,77
15,0,15,102
16,0,16,132
17,0,17,162
18,0,18,205
19,0,19,151
20,0,20,168
21,0,21,1012
22,0,22,569
23,0,23,589
24,0,24,617
25,0,25,688
26,0,26,567
27,0,27,722
28,0,28,698
29,0,29,740
30,0,30,744
31,0,31,683
32,0,32,330
33,0,33,719
34,0,34,824
35,0,35,756
36,0,36,368
37,0,37,52
38,0,38,65
39,0,39,117
40,0,40,158
41,0,41,100
42,0,42,133
43,0,43,242
44,0,44,185
45,0,45,243
46,0,46,847
47,0,47,444
48,0,48,267
49,0,49,297
50,0,50,502
51,0,51,322
52,0,52,827
53,0,53,849
54,0,54,1072
55,0,55,705
56,0,56,666
57,0,57,266
58,0,58,507
59,0,59,219
60,0,60,178
61,0,61,209
62,0,62,186
63,0,63,904
64,0,64,249
65,0,65,779
66,0,66,833
67,0,67,1105
68,0,68,990
69,0,69,971
70,0,70,894
71,0,71,951
72,0,72,56
73,0,73,105
74,0,74,145
75,0,75,201
76,0,76,198
77,0,77,180
78,0,78,180
79,0,79,215
80,0,80,120
81,0,81,89
82,0,82,62
83,0,83,208
84,0,84,163
85,0,85,130
86,0,86,102
87,0,87,80
88,0,88,135
89,0,89,146
90,0,90,162
91,0,91,180
92,0,92,211
93,0,93,661
94,0,94,145
95,0,95,155
96,0,96,166
97,0,97,145
98,0,98,211
99,0,99,161
100,0,100,437
101,0,101,452
102,0,102,283
103,0,103,1104
104,0,104,999
105,0,105,885
106,0,106,224
107,0,107,787
108,0,108,943
109,0,109,1093
110,0,110,653
111,0,111,692
112,0,112,573
113,0,113,770
114,0,114,469
115,0,115,264
116,0,116,709
117,0,117,632
118,0,118,561
119,0,119,502
120,0,120,487
121,0,121,492
122,0,122,528
123,0,123,624
124,0,124,809
125,0,125,154
126,0,126,382
127,0,127,842
128,0,128,509
129,0,129,286
130,0,130,723
131,0,131,302
132,0,132,581
133,0,133,596
134,0,134,314
135,0,135,415
136,0,136,422
137,0,137,662
138,0,138,464
139,0,139,893
140,0,140,377
141,0,141,147
142,0,142,365
143,0,143,784
144,0,144,648
145,0,145,620
146,0,146,195
147,0,147,557
148,0,148,408
149,0,149,394
150,0,150,398
151,0,151,928
152,0,152,414
153,0,153,604
154,0,154,598
155,0,155,595
156,0,156,846
157,0,157,652
158,0,158,683
159,0,159,707
160,0,160,721
161,0,161,722
162,0,162,941
163,0,163,675
164,0,164,87
165,0,165,177
166,0,166,223
167,0,167,104
168,0,168,618
169,0,169,384
170,0,170,371
171,0,171,386
172,0,172,455
173,0,173,617
174,0,174,433
175,0,175,386
176,0,176,401
177,0,177,586
178,0,178,106
179,0,179,123
180,0,180,143
181,0,181,169
182,0,182,213
183,0,183,163
184,0,184,178
185,0,185,191
186,0,186,244
187,0,187,478
188,0,188,499
189,0,189,620
190,0,190,620
191,0,191,151
192,0,192,448
193,0,193,613
194,0,194,271
195,0,195,397
196,0,196,456
197,0,197,466
198,0,198,351
199,0,199,336
200,0,200,266
201,0,201,269
202,0,202,296
203,0,203,282
204,0,204,280
205,0,205,393
206,0,206,293
207,0,207,396
208,0,208,337
209,0,209,335
210,0,210,349
211,0,211,329
212,0,212,321
213,0,213,508
214,0,214,382
215,0,215,527
216,0,216,309
217,0,217,407
218,0,218,231
219,0,219,241
220,0,220,254
221,0,221,671
222,0,222,722
223,0,223,756
224,0,224,783
225,0,225,789
226,0,226,735
227,0,227,744
228,0,228,640
229,0,229,592
230,0,230,550
231,0,231,531
232,0,232,531
233,0,233,539
234,0,234,747
235,0,235,229
236,0,236,374
237,0,237,207
238,0,238,174
239,0,239,201
240,0,240,205
241,0,241,164
242,0,242,156
243,0,243,584
244,0,244,563
245,0,245,546
246,0,246,720
247,0,247,746
248,0,248,393
249,0,249,719
250,0,250,174
251,0,251,1051
252,0,252,584
253,0,253,606
254,0,254,639
255,0,255,712
256,0,256,579
257,0,257,740
258,0,258,713
259,0,259,759
260,0,260,766
261,0,261,712
262,0,262,359
263,0,263,744
264,0,264,870
265,0,265,790
266,0,266,393
267,0,267,81
268,0,268,91
269,0,269,148
270,0,270,194
271,0,271,132
272,0,272,169
273,0,273,283
274,0,274,188
275,0,275,246
276,0,276,874
277,0,277,456
278,0,278,282
279,0,279,313
280,0,280,537
281,0,281,323
282,0,282,844
283,0,283,871
284,0,284,1101
285,0,285,711
286,0,286,678
287,0,287,309
288,0,288,577
289,0,289,232
290,0,290,189
291,0,291,251
292,0,292,227
293,0,293,929
294,0,294,268
295,0,295,792
296,0,296,847
297,0,297,1115
298,0,298,1014
299,0,299,983
300,0,300,922
301,0,301,984
302,0,302,85
303,0,303,138
304,0,304,181
305,0,305,216
306,0,306,238
307,0,307,219
308,0,308,221
309,0,309,225
310,0,310,157
311,0,311,122
312,0,312,87
313,0,313,223
314,0,314,178
315,0,315,149
316,0,316,122
317,0,317,102
318,0,318,173
319,0,319,182
320,0,320,197
321,0,321,214
322,0,322,245
323,0,323,726
324,0,324,195
325,0,325,206
326,0,326,155
327,0,327,230
328,0,328,170
329,0,329,452
330,0,330,476
331,0,331,300
332,0,332,1123
333,0,333,1019
334,0,334,902
