,origins,destinations,distances
0,0,0,17
1,0,1,174
2,0,2,126
3,0,3,391
4,0,4,234
5,0,5,320
6,0,6,535
7,0,7,706
8,0,8,681
9,0,9,762
10,0,10,1081
11,0,11,45
12,0,12,61
13,0,13,64
14,0,14,79
15,0,15,105
16,0,16,135
17,0,17,166
18,0,18,209
19,0,19,147
20,0,20,171
21,0,21,1021
22,0,22,574
23,0,23,595
24,0,24,625
25,0,25,698
26,0,26,570
27,0,27,727
28,0,28,702
29,0,29,747
30,0,30,752
31,0,31,695
32,0,32,346
33,0,33,728
34,0,34,837
35,0,35,768
36,0,36,381
37,0,37,74
38,0,38,83
39,0,39,139
40,0,40,181
41,0,41,122
42,0,42,155
43,0,43,264
44,0,44,186
45,0,45,244
46,0,46,856
47,0,47,449
48,0,48,278
49,0,49,307
50,0,50,518
51,0,51,322
52,0,52,833
53,0,53,856
54,0,54,1079
55,0,55,704
56,0,56,669
57,0,57,288
58,0,58,528
59,0,59,228
60,0,60,185
61,0,61,232
62,0,62,208
63,0,63,912
64,0,64,261
65,0,65,783
66,0,66,836
67,0,67,1107
68,0,68,998
69,0,69,974
70,0,70,903
71,0,71,961
72,0,72,77
73,0,73,127
74,0,74,167
75,0,75,210
76,0,76,220
77,0,77,202
78,0,78,202
79,0,79,222
80,0,80,142
81,0,81,110
82,0,82,79
83,0,83,218
84,0,84,175
85,0,85,143
86,0,86,116
87,0,87,96
88,0,88,157
89,0,89,167
90,0,90,184
91,0,91,201
92,0,92,232
93,0,93,678
94,0,94,141
95,0,95,177
96,0,96,188
97,0,97,151
98,0,98,223
99,0,99,167
100,0,100,444
101,0,101,464
102,0,102,293
103,0,103,1109
104,0,104,1005
105,0,105,891
106,0,106,244
107,0,107,787
108,0,108,942
109,0,109,1093
110,0,110,663
111,0,111,705
112,0,112,575
113,0,113,779
114,0,114,471
115,0,115,271
116,0,116,724
117,0,117,645
118,0,118,574
119,0,119,512
120,0,120,493
121,0,121,495
122,0,122,526
123,0,123,641
124,0,124,820
125,0,125,154
126,0,126,387
127,0,127,855
128,0,128,510
129,0,129,296
130,0,130,733
131,0,131,308
132,0,132,600
133,0,133,597
134,0,134,317
135,0,135,437
136,0,136,444
137,0,137,679
138,0,138,486
139,0,139,904
140,0,140,392
141,0,141,146
142,0,142,374
143,0,143,796
144,0,144,656
145,0,145,627
146,0,146,217
147,0,147,576
148,0,148,417
149,0,149,411
150,0,150,418
151,0,151,924
152,0,152,418
153,0,153,609
154,0,154,601
155,0,155,597
156,0,156,857
157,0,157,655
158,0,158,688
159,0,159,713
160,0,160,728
161,0,161,730
162,0,162,952
163,0,163,683
164,0,164,83
165,0,165,195
166,0,166,232
167,0,167,115
168,0,168,614
169,0,169,405
170,0,170,389
171,0,171,396
172,0,172,477
173,0,173,619
174,0,174,434
175,0,175,390
176,0,176,414
177,0,177,606
178,0,178,126
179,0,179,143
180,0,180,162
181,0,181,186
182,0,182,229
183,0,183,185
184,0,184,201
185,0,185,214
186,0,186,266
187,0,187,498
188,0,188,499
189,0,189,620
190,0,190,622
191,0,191,173
192,0,192,470
193,0,193,611
194,0,194,287
195,0,195,393
196,0,196,455
197,0,197,462
198,0,198,354
