,origins,destinations,distances
0,0,0,17
1,0,1,177
2,0,2,123
3,0,3,382
4,0,4,237
5,0,5,320
6,0,6,523
7,0,7,674
8,0,8,658
9,0,9,737
10,0,10,1048
11,0,11,43
12,0,12,61
13,0,13,65
14,0,14,84
15,0,15,109
16,0,16,140
17,0,17,174
18,0,18,225
19,0,19,148
20,0,20,166
21,0,21,975
22,0,22,544
23,0,23,565
24,0,24,599
25,0,25,666
26,0,26,539
27,0,27,699
28,0,28,670
29,0,29,716
30,0,30,720
31,0,31,665
32,0,32,370
33,0,33,696
34,0,34,800
35,0,35,736
36,0,36,370
37,0,37,76
38,0,38,87
39,0,39,144
40,0,40,190
41,0,41,128
42,0,42,164
43,0,43,274
44,0,44,186
45,0,45,245
46,0,46,824
47,0,47,427
48,0,48,271
49,0,49,300
50,0,50,507
51,0,51,318
52,0,52,803
53,0,53,827
54,0,54,1033
55,0,55,677
56,0,56,638
57,0,57,299
58,0,58,531
59,0,59,221
60,0,60,178
61,0,61,245
62,0,62,220
63,0,63,880
64,0,64,255
65,0,65,753
66,0,66,805
67,0,67,1069
68,0,68,959
69,0,69,941
70,0,70,867
71,0,71,919
72,0,72,80
73,0,73,133
74,0,74,176
75,0,75,204
76,0,76,233
77,0,77,214
78,0,78,213
79,0,79,218
80,0,80,152
81,0,81,117
82,0,82,84
83,0,83,236
84,0,84,182
85,0,85,150
86,0,86,122
87,0,87,102
88,0,88,165
89,0,89,178
90,0,90,194
91,0,91,211
92,0,92,234
93,0,93,652
94,0,94,139
95,0,95,189
96,0,96,198
97,0,97,144
98,0,98,215
99,0,99,160
100,0,100,424
101,0,101,449
102,0,102,285
103,0,103,1067
104,0,104,969
105,0,105,858
106,0,106,256
107,0,107,759
108,0,108,913
109,0,109,1058
110,0,110,634
111,0,111,678
112,0,112,546
113,0,113,749
114,0,114,449
115,0,115,266
116,0,116,696
117,0,117,622
118,0,118,556
119,0,119,492
120,0,120,468
121,0,121,470
122,0,122,508
123,0,123,625
124,0,124,785
125,0,125,155
126,0,126,371
127,0,127,815
128,0,128,486
129,0,129,286
130,0,130,701
131,0,131,300
132,0,132,587
133,0,133,568
134,0,134,311
135,0,135,454
136,0,136,468
137,0,137,659
138,0,138,499
139,0,139,863
140,0,140,420
141,0,141,144
142,0,142,359
143,0,143,762
144,0,144,628
145,0,145,595
146,0,146,230
147,0,147,569
148,0,148,453
149,0,149,445
150,0,150,448
151,0,151,898
152,0,152,451
153,0,153,578
154,0,154,570
155,0,155,566
156,0,156,822
157,0,157,624
158,0,158,657
159,0,159,681
160,0,160,696
161,0,161,697
162,0,162,906
163,0,163,654
164,0,164,79
165,0,165,193
166,0,166,228
167,0,167,110
168,0,168,594
169,0,169,427
170,0,170,415
171,0,171,424
172,0,172,493
173,0,173,588
174,0,174,420
175,0,175,418
176,0,176,449
177,0,177,596
178,0,178,135
179,0,179,149
180,0,180,169
181,0,181,195
182,0,182,243
183,0,183,196
184,0,184,211
185,0,185,225
186,0,186,275
187,0,187,496
188,0,188,481
189,0,189,594
190,0,190,592
191,0,191,184
192,0,192,478
193,0,193,586
194,0,194,307
195,0,195,389
196,0,196,442
197,0,197,454
198,0,198,342
199,0,199,363
200,0,200,290
201,0,201,301
202,0,202,328
203,0,203,288
204,0,204,315
205,0,205,406
206,0,206,308
207,0,207,417
208,0,208,371
209,0,209,329
210,0,210,385
211,0,211,368
212,0,212,350
213,0,213,529
214,0,214,414
215,0,215,549
216,0,216,332
217,0,217,392
218,0,218,233
219,0,219,245
220,0,220,256
221,0,221,643
222,0,222,695
223,0,223,732
224,0,224,760
225,0,225,767
226,0,226,715
227,0,227,730
228,0,228,627
229,0,229,578
230,0,230,531
231,0,231,509
232,0,232,506
233,0,233,513
234,0,234,726
235,0,235,233
236,0,236,366
237,0,237,210
238,0,238,174
239,0,239,203
240,0,240,210
241,0,241,165
242,0,242,153
243,0,243,557
244,0,244,537
245,0,245,523
246,0,246,697
247,0,247,723
248,0,248,379
249,0,249,672
250,0,250,161
251,0,251,984
252,0,252,543
253,0,253,565
254,0,254,596
255,0,255,667
256,0,256,538
257,0,257,698
258,0,258,670
259,0,259,716
260,0,260,720
261,0,261,667
262,0,262,370
263,0,263,697
264,0,264,808
265,0,265,738
266,0,266,363
267,0,267,60
268,0,268,78
269,0,269,129
270,0,270,179
271,0,271,117
272,0,272,154
273,0,273,269
274,0,274,180
275,0,275,238
276,0,276,828
277,0,277,424
278,0,278,261
279,0,279,290
280,0,280,504
281,0,281,314
282,0,282,803
283,0,283,828
284,0,284,1039
285,0,285,677
286,0,286,637
287,0,287,292
288,0,288,546
289,0,289,211
290,0,290,169
291,0,291,237
292,0,292,213
293,0,293,883
294,0,294,245
295,0,295,753
296,0,296,807
297,0,297,1068
298,0,298,962
