,origins,destinations,distances
0,0,0,30
1,0,1,205
2,0,2,159
3,0,3,412
4,0,4,264
5,0,5,347
6,0,6,553
7,0,7,701
8,0,8,680
9,0,9,755
10,0,10,1074
11,0,11,16
12,0,12,27
13,0,13,31
14,0,14,78
15,0,15,107
16,0,16,141
17,0,17,175
18,0,18,215
19,0,19,179
20,0,20,194
21,0,21,1011
22,0,22,580
23,0,23,599
24,0,24,628
25,0,25,695
26,0,26,580
27,0,27,725
28,0,28,702
29,0,29,742
30,0,30,748
31,0,31,691
32,0,32,330
33,0,33,725
34,0,34,833
35,0,35,763
36,0,36,383
37,0,37,65
38,0,38,45
39,0,39,124
40,0,40,161
41,0,41,90
42,0,42,127
43,0,43,242
44,0,44,211
45,0,45,268
46,0,46,845
47,0,47,460
48,0,48,290
49,0,49,320
50,0,50,511
51,0,51,344
52,0,52,818
53,0,53,843
54,0,54,1065
55,0,55,696
56,0,56,672
57,0,57,268
58,0,58,525
59,0,59,241
60,0,60,204
61,0,61,209
62,0,62,181
63,0,63,896
64,0,64,273
65,0,65,769
66,0,66,820
67,0,67,1094
68,0,68,982
69,0,69,960
70,0,70,889
71,0,71,949
72,0,72,48
73,0,73,103
74,0,74,143
75,0,75,227
76,0,76,194
77,0,77,181
78,0,78,175
79,0,79,239
80,0,80,115
81,0,81,79
82,0,82,40
83,0,83,218
84,0,84,173
85,0,85,139
86,0,86,105
87,0,87,81
88,0,88,133
89,0,89,147
90,0,90,166
91,0,91,185
92,0,92,221
93,0,93,678
94,0,94,173
95,0,95,152
96,0,96,166
97,0,97,172
98,0,98,233
99,0,99,186
100,0,100,453
101,0,101,468
102,0,102,306
103,0,103,1095
104,0,104,990
105,0,105,872
106,0,106,225
107,0,107,774
108,0,108,934
109,0,109,1082
110,0,110,663
111,0,111,700
112,0,112,584
113,0,113,774
114,0,114,484
115,0,115,287
116,0,116,718
117,0,117,642
118,0,118,572
119,0,119,515
120,0,120,500
121,0,121,503
122,0,122,540
123,0,123,634
124,0,124,810
125,0,125,183
126,0,126,400
127,0,127,850
128,0,128,521
129,0,129,308
130,0,130,730
131,0,131,325
132,0,132,599
133,0,133,606
134,0,134,336
135,0,135,424
136,0,136,437
137,0,137,677
138,0,138,474
139,0,139,895
140,0,140,382
141,0,141,176
142,0,142,384
143,0,143,791
144,0,144,656
145,0,145,629
146,0,146,198
147,0,147,566
148,0,148,422
149,0,149,406
150,0,150,411
151,0,151,921
152,0,152,425
153,0,153,616
154,0,154,609
155,0,155,607
156,0,156,847
157,0,157,655
158,0,158,684
159,0,159,705
160,0,160,719
161,0,161,722
162,0,162,944
163,0,163,682
164,0,164,120
165,0,165,193
166,0,166,250
167,0,167,130
168,0,168,622
169,0,169,392
170,0,170,376
171,0,171,391
172,0,172,471
173,0,173,626
174,0,174,451
175,0,175,392
176,0,176,413
177,0,177,602
178,0,178,107
179,0,179,124
180,0,180,148
181,0,181,178
182,0,182,218
183,0,183,159
184,0,184,175
185,0,185,191
186,0,186,248
187,0,187,483
188,0,188,514
189,0,189,627
190,0,190,629
191,0,191,145
192,0,192,455
193,0,193,616
194,0,194,274
195,0,195,417
196,0,196,474
197,0,197,484
198,0,198,371
199,0,199,338
200,0,200,271
201,0,201,273
202,0,202,298
203,0,203,300
204,0,204,283
205,0,205,403
206,0,206,305
207,0,207,400
208,0,208,338
209,0,209,355
210,0,210,353
211,0,211,331
212,0,212,322
213,0,213,518
214,0,214,388
215,0,215,539
216,0,216,314
217,0,217,426
218,0,218,254
219,0,219,263
220,0,220,276
221,0,221,673
222,0,222,722
223,0,223,757
224,0,224,782
225,0,225,791
226,0,226,741
227,0,227,756
228,0,228,650
229,0,229,601
230,0,230,561
231,0,231,543
232,0,232,543
233,0,233,551
234,0,234,759
235,0,235,253
236,0,236,393
237,0,237,231
238,0,238,200
239,0,239,225
240,0,240,230
241,0,241,192
242,0,242,182
243,0,243,596
244,0,244,575
245,0,245,558
246,0,246,723
247,0,247,751
248,0,248,415
249,0,249,718
250,0,250,203
251,0,251,1032
252,0,252,593
253,0,253,613
254,0,254,643
255,0,255,714
256,0,256,588
257,0,257,739
258,0,258,713
259,0,259,757
260,0,260,763
261,0,261,709
262,0,262,353
263,0,263,741
264,0,264,856
265,0,265,784
266,0,266,406
267,0,267,91
268,0,268,74
269,0,269,152
270,0,270,189
271,0,271,120
272,0,272,155
273,0,273,270
274,0,274,219
275,0,275,274
276,0,276,863
277,0,277,471
278,0,278,308
279,0,279,337
280,0,280,536
281,0,281,350
282,0,282,832
283,0,283,859
284,0,284,1082
285,0,285,700
286,0,286,683
287,0,287,296
288,0,288,559
289,0,289,259
290,0,290,217
291,0,291,237
292,0,292,209
293,0,293,913
294,0,294,292
295,0,295,778
296,0,296,830
297,0,297,1103
298,0,298,999
299,0,299,971
300,0,300,908
301,0,301,968
302,0,302,78
303,0,303,134
304,0,304,172
305,0,305,243
306,0,306,222
307,0,307,207
308,0,308,204
309,0,309,252
310,0,310,143
311,0,311,109
312,0,312,68
313,0,313,229
314,0,314,187
315,0,315,154
316,0,316,123
317,0,317,100
318,0,318,160
319,0,319,172
320,0,320,190
321,0,321,210
322,0,322,248
323,0,323,707
324,0,324,181
325,0,325,193
326,0,326,185
327,0,327,254
328,0,328,200
329,0,329,468
330,0,330,487
331,0,331,324
332,0,332,1108
333,0,333,1004
334,0,334,886
335,0,335,253
336,0,336,779
337,0,337,938
338,0,338,1086
339,0,339,678
340,0,340,723
341,0,341,592
342,0,342,793
343,0,343,490
344,0,344,301
345,0,345,741
346,0,346,662
347,0,347,596
348,0,348,534
349,0,349,512
350,0,350,514
351,0,351,543
352,0,352,660
353,0,353,830
354,0,354,187
355,0,355,412
356,0,356,876
357,0,357,529
358,0,358,328
359,0,359,746
360,0,360,339
361,0,361,632
362,0,362,612
363,0,363,346
364,0,364,456
365,0,365,468
366,0,366,704
367,0,367,507
368,0,368,916
369,0,369,404
370,0,370,181
371,0,371,401
372,0,372,810
373,0,373,671
374,0,374,643
375,0,375,224
376,0,376,595
377,0,377,433
378,0,378,432
379,0,379,442
380,0,380,625
381,0,381,619
382,0,382,613
383,0,383,868
384,0,384,666
385,0,385,695
386,0,386,719
387,0,387,733
388,0,388,738
389,0,389,966
390,0,390,695
391,0,391,220
392,0,392,265
393,0,393,149
394,0,394,423
395,0,395,403
396,0,396,404
397,0,397,505
398,0,398,632
399,0,399,458
400,0,400,434
401,0,401,631
402,0,402,130
403,0,403,147
404,0,404,173
405,0,405,198
406,0,406,239
407,0,407,186
408,0,408,203
409,0,409,219
410,0,410,276
411,0,411,515
412,0,412,519
413,0,413,631
414,0,414,636
415,0,415,173
416,0,416,487
417,0,417,620
418,0,418,293
419,0,419,476
420,0,420,381
421,0,421,284
422,0,422,327
423,0,423,324
424,0,424,308
425,0,425,428
426,0,426,330
427,0,427,429
428,0,428,351
429,0,429,370
430,0,430,386
431,0,431,359
432,0,432,352
433,0,433,549
434,0,434,419
435,0,435,571
436,0,436,341
437,0,437,433
438,0,438,268
439,0,439,282
440,0,440,288
441,0,441,679
442,0,442,730
443,0,443,768
444,0,444,797
445,0,445,806
446,0,446,760
447,0,447,779
448,0,448,670
449,0,449,619
450,0,450,577
451,0,451,555
452,0,452,552
453,0,453,557
454,0,454,787
455,0,455,272
456,0,456,401
457,0,457,243
458,0,458,209
459,0,459,238
460,0,460,249
461,0,461,198
462,0,462,190
463,0,463,602
464,0,464,578
465,0,465,562
466,0,466,740
467,0,467,766
468,1,0,176
469,1,1,11
470,1,2,44
471,1,3,212
472,1,4,62
473,1,5,145
474,1,6,351
475,1,7,546
476,1,8,478
477,1,9,553
478,1,10,872
479,1,11,205
480,1,12,224
481,1,13,229
482,1,14,279
483,1,15,308
484,1,16,342
485,1,17,376
486,1,18,417
487,1,19,25
488,1,20,41
489,1,21,858
490,1,22,403
491,1,23,432
492,1,24,471
493,1,25,546
494,1,26,394
495,1,27,551
496,1,28,520
497,1,29,576
498,1,30,589
499,1,31,556
500,1,32,513
501,1,33,572
502,1,34,714
503,1,35,631
504,1,36,275
505,1,37,174
506,1,38,225
507,1,39,219
508,1,40,259
509,1,41,241
510,1,42,260
511,1,43,368
512,1,44,37
513,1,45,77
514,1,46,692
515,1,47,280
516,1,48,170
517,1,49,183
518,1,50,431
519,1,51,147
520,1,52,644
521,1,53,681
522,1,54,900
523,1,55,499
524,1,56,484
525,1,57,355
526,1,58,550
527,1,59,124
528,1,60,78
