,x,y
0,287,228
1,287,182
2,287,199
3,280,146
4,287,170
5,288,156
6,292,124
7,215,131
8,295,101
9,296,86
10,300,25
11,286,234
12,287,240
13,287,244
14,288,253
15,287,258
16,286,265
17,286,275
18,286,288
19,287,190
20,279,191
21,185,94
22,246,140
23,236,141
24,225,141
25,211,136
26,255,137
27,235,110
28,246,110
29,224,112
30,216,116
31,202,145
32,243,309
33,212,129
34,175,146
35,192,138
36,236,186
37,274,226
38,276,241
39,260,233
40,252,241
41,266,243
42,259,247
43,239,266
44,277,182
45,277,171
46,201,105
47,258,156
48,254,185
49,254,180
50,203,188
51,278,158
52,227,91
53,211,95
54,195,69
55,273,99
56,255,114
57,231,254
58,181,268
59,263,192
60,271,196
61,244,255
62,250,254
63,206,89
64,255,192
65,248,91
66,246,82
67,238,33
68,200,78
69,243,55
70,194,102
71,190,98
72,274,234
73,264,238
74,256,244
75,266,195
76,247,254
77,250,256
78,252,253
79,268,185
80,262,247
81,269,245
82,277,244
83,272,287
84,272,273
85,273,264
86,276,257
87,276,253
88,261,253
89,259,255
90,255,258
91,252,263
92,244,228
93,173,208
94,287,194
95,257,253
96,254,254
97,275,201
98,259,201
99,274,199
100,246,163
101,228,172
102,253,186
103,211,48
104,218,62
105,224,81
106,247,274
107,270,84
108,268,53
109,266,27
110,216,139
111,191,154
112,262,133
113,204,121
114,267,146
115,261,179
116,180,164
117,197,161
118,210,163
119,232,161
120,247,155
121,259,149
122,281,128
123,179,190
124,196,121
125,282,190
126,259,166
127,175,152
128,267,140
129,252,189
130,209,130
131,261,173
132,174,238
133,262,129
134,269,163
135,198,288
136,200,306
137,171,198
138,187,273
139,182,121
140,240,323
141,283,194
142,249,175
143,183,142
144,226,134
145,236,135
146,248,259
147,180,214
148,260,342
149,228,328
150,214,319
151,298,52
152,284,344
153,244,133
154,253,132
155,259,130
156,190,121
157,254,122
158,245,120
159,237,120
160,227,122
161,220,125
162,179,120
163,220,133
164,287,209
165,253,218
166,263,189
167,273,211
168,294,113
169,212,302
170,226,313
171,259,330
172,189,290
173,260,125
174,273,146
175,283,333
176,242,336
177,173,227
178,267,252
179,266,256
180,263,262
181,261,268
182,257,282
183,253,251
184,250,250
185,247,248
186,236,240
187,194,217
188,274,136
189,271,118
190,265,121
191,257,249
192,192,251
193,280,116
194,250,296
195,289,144
196,280,138
197,291,135
198,265,164
199,284,319
200,285,303
201,266,302
202,228,273
203,244,201
204,237,286
205,217,202
206,233,214
207,208,224
208,262,317
209,258,173
210,216,285
211,230,299
212,220,257
213,183,237
214,205,262
215,178,252
216,224,232
217,266,155
218,264,183
219,258,188
220,268,173
221,263,110
222,247,103
223,232,102
224,218,105
225,209,111
226,201,134
227,172,173
228,207,150
229,217,151
230,233,151
231,247,148
232,258,142
233,266,138
234,174,181
235,259,193
236,272,154
237,270,182
238,277,189
239,272,185
240,262,197
241,279,189
242,280,194
243,266,129
244,271,130
245,274,130
246,216,127
247,210,122
248,300,148
249,379,133
250,298,192
251,426,98
252,345,140
253,357,143
254,368,142
255,383,138
256,335,136
257,360,111
258,348,111
259,372,113
260,380,118
261,392,148
262,329,312
263,383,131
264,429,151
265,406,141
266,349,187
267,301,226
268,299,241
269,316,234
270,326,242
271,310,244
272,317,248
273,339,268
274,297,183
275,298,171
276,399,108
277,327,156
278,324,186
